fec;pet;eur;oro;dol;c18;c36;ibe
261218;54.47;3729.5;1303.7;3285.51;47.776;53.334;8333.65
271218;52.16;3744.5;1311.9;3289.69;47.743;52.906;8363.9
281218;52.2;3716;1313.7;3275.01;47.754;52.496;8493.7
291218;52.89;3716;1324.22;3249.75;47.805;52.168;8554.17
301218;53.39;3761.5;1329.83;3249.75;47.888;51.982;8549.05
311218;53.8;3725;1312.5;3249.75;48;52;8539.9
10119;54.24;3722.5;1283.35;3249.75;48.133;52.261;8562.57
20119;54.91;3674;1315.3;3249.75;48.282;52.71;8550
30119;55.95;3696.5;1326.1;3250.01;48.438;53.267;8523.3
40119;57.06;3638.5;1317.4;3241.2;48.595;53.854;8737.8
50119;57.34;3638.5;1316.26;3208.56;48.746;54.391;8825.56
60119;57.18;3643.5;1320.68;3208.56;48.883;54.799;8788.49
70119;57.33;3651.5;1321.5;3208.56;49;55;8776.3
80119;58.72;3605.5;1317.4;3208.56;49.09;54.941;8847.3
90119;61.44;3619.5;1323.5;3164.75;49.152;54.674;8823.6
100119;61.68;3608.5;1319.2;3128.07;49.184;54.28;8856.8
110119;60.48;3600;1321.3;3136.49;49.186;53.836;8877.1
120119;59.19;3600;1324.88;3151.49;49.156;53.422;8860.92
130119;58.49;3597.5;1325.96;3151.49;49.095;53.117;8832.34
140119;58.99;3603;1323.3;3151.49;49;53;8818.6
150119;60.64;3585;1319.7;3143.22;48.873;53.127;8850.1
160119;61.32;3554;1325.1;3137.66;48.723;53.458;8912.7
170119;61.18;3569;1323.6;3124.96;48.561;53.932;8908.6
180119;62.7;3550;1313.8;3140.19;48.396;54.485;9069.1
190119;63.72;3550;1298.72;3120.56;48.241;55.056;9148.75
200119;63.66;3550.5;1282.05;3120.56;48.105;55.582;9119.81
210119;62.74;3553.5;1279.05;3120.56;48;56;9053.8
220119;61.5;3573.5;1314.2;3120.56;47.933;56.264;9037.5
230119;61.14;3587;1315.2;3136.59;47.9;56.388;9128.8
240119;61.09;3585;1310.8;3146.14;47.894;56.404;9150
250119;61.64;3595.5;1329.1;3160.52;47.908;56.343;9185.2
260119;61.05;3595.5;1337.34;3150.58;47.935;56.234;9147.8
270119;59.99;3597;1335.15;3150.58;47.968;56.11;9076.58
280119;59.93;3608.5;1334.5;3150.58;48;56;9062.4
290119;61.32;3605.5;1340.2;3167.86;48.025;55.929;9119.1
300119;61.65;3631;1340.5;3157.52;48.042;55.896;9071.5
310119;61.89;3554.5;1350;3163.46;48.051;55.892;9056.7
10219;62.75;3540;1347.1;3115.7;48.051;55.908;9019.4
20219;63.25;3540;1343.44;3102.61;48.043;55.937;8962.31
30219;63.15;3539.5;1342.96;3102.61;48.026;55.971;8931.57
40219;62.51;3532;1344.3;3102.61;48;56;8975.2
50219;61.98;3550;1344.6;3089.4;47.966;56.019;9092
60219;62.69;3529;1339.7;3094.05;47.931;56.028;9100.9
70219;61.63;3537.5;1339.4;3108.54;47.903;56.029;8938.3
80219;62.1;3530.5;1343.7;3110.46;47.887;56.024;8856.8
90219;62.12;3530.5;1343.22;3115.94;47.894;56.017;8851.04
100219;61.61;3528.5;1339.41;3115.94;47.929;56.008;8884.57
110219;61.51;3539.5;1337;3115.94;48;56;8936.4
120219;62.42;3540.5;1338.9;3132.61;48.112;55.995;8983.1
130219;63.61;3537.5;1340.1;3131.1;48.255;55.993;8982.4
140219;64.57;3559.5;1338.7;3135.56;48.418;55.993;8952.5
150219;66.25;3539.5;1346.8;3155.27;48.586;55.994;9123.2
160219;67.04;3539.5;1338.8;3141.4;48.747;55.996;9219.55
170219;66.92;3540;1324.25;3141.4;48.89;55.998;9207.02
180219;66.5;3544.5;1329.55;3141.4;49;56;9155.5
190219;66.45;3534;1369.6;3141.4;49.069;56.001;9136.4
200219;67.08;3527;1372.5;3118.36;49.102;56.001;9181.1
210219;67.07;3541.5;1352.4;3112.18;49.107;56;9191.2
220219;67.12;3526;1357.6;3119.42;49.091;56;9204.6
230219;66.45;3526;1360.8;3110.29;49.062;55.999;9202.28
240219;65.41;3525.5;1357.35;3110.29;49.029;55.999;9193.94
250219;64.76;3527;1354.2;3110.29;49;56;9204.3
260219;65.21;3514;1353.4;3101.41;48.981;56.002;9227.2
270219;66.39;3491;1346;3095.29;48.971;56.004;9211.7
280219;66.03;3504;1341;3072.01;48.969;56.006;9277.7
10319;65.07;3522.5;1323.8;3077.35;48.973;56.007;9267.7
20319;64.84;3522.5;1314.17;3091.49;48.981;56.007;9255.98
30319;65.21;3522.5;1312.73;3091.49;48.991;56.005;9260.16
40319;65.67;3510.5;1311.9;3091.49;49;56;9259.8
50319;65.86;3505;1309.1;3093.79;49.008;55.992;9258.2
60319;65.99;3512;1312.2;3099.12;49.013;55.984;9296.7
70319;66.3;3518;1310.7;3106.16;49.016;55.976;9249.9
80319;65.74;3567.5;1324.3;3120.04;49.017;55.971;9129.3
90319;65.74;3567.5;1327.51;3162.4;49.014;55.973;9099.97
100319;66.24;3565;1320.84;3162.4;49.009;55.981;9140.47
110319;66.58;3575.5;1315.7;3162.4;49;56;9171.9
120319;66.67;3554;1322.4;3168.35;48.988;56.029;9161.7
130319;67.55;3563;1333.8;3153.2;48.976;56.062;9192.7
140319;67.23;3551.5;1319.4;3145.53;48.966;56.091;9209.8
150319;67.16;3535;1327.1;3144.42;48.96;56.107;9342.2
160319;67.36;3535;1330.35;3123.28;48.962;56.103;9391.24
170319;67.54;3534;1326.39;3123.28;48.975;56.07;9377.69
180319;67.54;3514;1325.8;3123.28;49;56;9409.1
190319;67.61;3516.5;1330.9;3102.25;49.039;55.889;9492.3
200319;68.5;3524.5;1325.8;3095.39;49.083;55.745;9405.6
210319;67.86;3513.5;1331.6;3092.39;49.121;55.583;9355.6
220319;67.03;3543;1336.5;3082.45;49.143;55.414;9199.4
230319;66.61;3543;1342.79;3126.19;49.137;55.252;9130.83
240319;66.65;3537.5;1348.04;3126.19;49.093;55.11;9151.92
250319;67.21;3543;1346.7;3126.19;49;55;9179.9
260319;67.97;3555.5;1339.2;3126.19;48.853;54.932;9183.1
270319;67.83;3572;1334.7;3145.55;48.669;54.902;9229.9
280319;67.82;3566;1313.3;3186.43;48.472;54.899;9174.7
290319;68.39;3576.5;1316.5;3190.94;48.283;54.917;9240.3
300319;68.71;3576.5;1318.96;3174.79;48.126;54.945;9308.6
310319;68.82;3578;1315.48;3174.79;48.024;54.976;9338.35
10419;69.01;3523.5;1312.4;3174.79;48;55;9341.7
20419;69.37;3525;1313.4;3146.81;48.068;55.012;9363.5
30419;69.31;3509;1313.3;3143.36;48.207;55.012;9487.8
40419;69.4;3512;1312.2;3128.47;48.391;55.007;9534.1
50419;70.34;3504.5;1313.7;3132.78;48.591;54.998;9510.3
60419;71.19;3504.5;1315.35;3126.2;48.778;54.992;9484.41
70419;71.51;3505.5;1317.08;3126.2;48.923;54.991;9463.18
80419;71.1;3508;1319.9;3126.2;49;55;9437.7
90419;70.61;3495;1326.3;3115.22;48.987;55.021;9407.8
100419;71.73;3490;1331.9;3105.2;48.897;55.048;9406.5
110419;70.83;3511.5;1311.3;3095.66;48.75;55.074;9445.4
120419;71.55;3521.5;1313.4;3113.91;48.567;55.09;9468.5
130419;71.75;3521.5;1319.43;3109.32;48.367;55.088;9485.65
140419;71.3;3521;1318.77;3109.32;48.171;55.061;9497.67
150419;71.18;3551;1309.4;3109.32;48;55;9497.1
160419;71.72;3569;1295.2;3136.69;47.87;54.901;9497.3
170419;71.62;3567.5;1294.7;3160.87;47.784;54.771;9549.8
180419;71.97;3539;1294.1;3160.48;47.742;54.619;9581.9
190419;72.48;3544.5;1277.9;3160.48;47.743;54.456;9605.97
200419;72.97;3544.5;1277.69;3160.48;47.787;54.292;9623.1
210419;73.49;3543;1289.31;3160.48;47.873;54.137;9622.74
220419;74.04;3554;1295.8;3160.48;48;54;9594.3
230419;74.51;3571.5;1291.2;3149.99;48.165;53.891;9527.2
240419;74.57;3594;1297.4;3177.94;48.354;53.813;9456.4
250419;74.35;3600.5;1297.7;3213.23;48.547;53.77;9501.2
260419;72.15;3600;1306.8;3237.98;48.726;53.764;9506
270419;70.95;3600;1307.99;3227.79;48.873;53.799;9487.32
280419;71.14;3600.5;1302.48;3227.79;48.971;53.876;9482.68
290419;72.04;3635.5;1299.4;3227.79;49;54;9517.2
300419;72.8;3626.5;1303.6;3247.72;48.949;54.168;9570.6
10519;72.18;3619;1302.2;3233.97;48.833;54.364;9508.08
20519;70.75;3641.5;1289.9;3233.97;48.672;54.565;9418.2
30519;70.85;3626.5;1299.2;3262.17;48.488;54.751;9409.6
40519;71.55;3626.5;1304.62;3240.44;48.3;54.9;9419.07
50519;71.91;3621.5;1302.95;3240.44;48.131;54.99;9402.19
60519;71.24;3645.5;1301.8;3240.44;48;55;9331
70519;69.88;3694;1303.6;3254.03;47.923;54.917;9235.1
80519;70.37;3686;1299.5;3288.81;47.894;54.763;9227
90519;70.39;3675.5;1303.2;3290.12;47.898;54.569;9095.2
100519;70.62;3678;1305.3;3293.62;47.924;54.365;9117.5
110519;70.39;3678;1311.55;3274.3;47.958;54.181;9102.85
120519;70;3678;1318.72;3274.3;47.988;54.05;9048.45
130519;70.23;3709.5;1319.5;3274.3;48;54;9046.8
140519;71.24;3690.5;1313.6;3299.01;47.986;54.053;9127.6
150519;71.77;3679.5;1315.1;3285.14;47.956;54.188;9177.1
160519;72.62;3687;1303.5;3295.51;47.921;54.373;9304.3
170519;72.21;3707;1293;3290.27;47.895;54.578;9280.1
180519;71.79;3707;1291.25;3313.72;47.891;54.771;9223.68
190519;71.75;3707.5;1293.86;3313.72;47.921;54.922;9193.69
200519;71.97;3745.5;1294.6;3313.72;48;55;9199.7
210519;72.18;3729;1290.4;3342.21;48.134;54.982;9239.1
220519;70.99;3720.5;1291.4;3344.45;48.307;54.883;9232.2
230519;67.76;3777;1302.7;3340.96;48.497;54.727;9114
240519;68.69;3764;1301;3368.76;48.683;54.537;9174.6
250519;69.85;3764;1291.82;3358.84;48.844;54.337;9223.48
260519;70.14;3764.5;1284.15;3358.84;48.956;54.15;9222.71
270519;70.11;3762;1284.95;3358.84;49;54;9216.4
280519;70.11;3768.5;1294.3;3358.84;48.96;53.905;9191.8
290519;69.45;3732;1297.9;3362.48;48.85;53.86;9080.5
300519;66.87;3745.5;1304.1;3375.29;48.692;53.854;9157.8
310519;64.49;3780;1322.6;3357.82;48.506;53.875;9004.2
10619;62.51;3780;1334.87;3377.16;48.315;53.914;8905.96
20619;61.25;3776.5;1338.97;3377.16;48.139;53.959;8930.99
30619;61.28;3795.5;1339.3;3377.16;48;54;9022.8
40619;61.97;3704.5;1340.1;3377.16;47.913;54.027;9117.6
50619;60.63;3709.5;1344.9;3306.37;47.874;54.042;9150.5
60619;61.67;3711.5;1354;3296.87;47.871;54.045;9169.2
70619;63.29;3704.5;1357.4;3288.69;47.893;54.04;9236.1
80619;63.36;3704.5;1352.93;3274.72;47.929;54.03;9280.33
90619;62.59;3700;1345.38;3274.72;47.968;54.016;9293.71
100619;62.29;3688;1340.7;3274.72;48;54;9294.1
110619;62.29;3692;1342.7;3257.06;48.016;53.985;9282.1
120619;59.97;3689.5;1348.2;3249.56;48.018;53.974;9238.5
130619;61.31;3686;1355.1;3264.47;48.012;53.965;9247.1
140619;62.01;3669;1355.9;3266.72;48.002;53.963;9194.2
150619;61.39;3669;1351.96;3270.7;47.994;53.967;9121.45
160619;60.64;3671.5;1349.25;3270.7;47.991;53.979;9085.55
170619;60.94;3684.5;1354.2;3270.7;48;54;9131.7
180619;62.14;3643.5;1362.1;3286.63;48.023;54.031;9240.7
190619;61.82;3637.5;1360.1;3264.98;48.052;54.064;9231.2
200619;64.45;3604;1408.3;3248.91;48.081;54.093;9208.5
210619;65.2;3641.5;1411.2;3202.01;48.098;54.109;9227.2
220619;65.15;3641.5;1411.57;3191.17;48.097;54.104;9236.03
230619;65.04;3647.5;1421.01;3191.17;48.067;54.07;9223.22
240619;64.86;3644;1429.5;3191.17;48;54;9192.5
250619;65.05;3625;1430.1;3191.17;47.891;53.889;9159.8
260619;66.49;3622;1426.8;3187.15;47.749;53.746;9157.4
270619;66.55;3635.5;1423.4;3177.94;47.587;53.584;9147.8
280619;66.55;3653;1425.1;3197.23;47.418;53.416;9198.8
290619;66.98;3653;1415.22;3205.67;47.255;53.254;9244.69
300619;66.88;3649.5;1401.73;3205.67;47.112;53.111;9265.28
10719;65.06;3618.5;1400.8;3205.67;47;53;9264.6
20719;62.4;3622.5;1419.8;3205.67;46.93;52.93;9281.5
30719;63.82;3606;1432.9;3211.06;46.897;52.897;9394.4
40719;63.3;3605;1423.55;3206.92;46.893;52.892;9401
50719;64.23;3605.5;1412.1;3206.92;46.909;52.908;9335
60719;64.93;3605.5;1409.25;3217.18;46.938;52.937;9294.89
70719;64.8;3606;1411.34;3217.18;46.971;52.97;9284.74
80719;64.11;3608;1412.2;3217.18;47;53;9284.7
90719;64.16;3605.5;1412.8;3207.66;47.019;53.021;9273.9
100719;67.01;3606;1424.9;3223.67;47.028;53.031;9252.9
110719;66.52;3600.5;1419.3;3212.91;47.029;53.035;9280.3
120719;66.72;3598.5;1424.8;3197.5;47.024;53.031;9293.2
130719;67.44;3598.5;1430.1;3190.33;47.017;53.023;9283.91
140719;67.61;3599;1430.21;3190.33;47.008;53.012;9282.73
150719;66.48;3595;1426.1;3190.33;47;53;9323.6
160719;64.35;3595;1423.6;3190.66;46.995;52.988;9377.1
170719;63.66;3585.68;1435.9;3199.72;46.993;52.977;9284.2
180719;61.93;3574.4;1440.8;3189.21;46.992;52.97;9225.7
190719;62.47;3572.15;1439.4;3183.01;46.993;52.967;9170.5
200719;62.93;3572.15;1440.4;3169.51;46.996;52.97;9120.14
210719;62.96;3515.48;1442;3169.51;46.998;52.981;9107.03
220719;63.26;3515.48;1439.7;3169.51;47;53;9163.5
230719;63.83;3554.69;1434.5;3177.76;47.001;53.028;9281.6
240719;63.18;3551.23;1436.5;3188.01;47.002;53.059;9329.7
250719;63.39;3563.35;1427.5;3194.67;47.002;53.086;9289.9
260719;63.46;3564.54;1432.2;3213.09;47.002;53.101;9225.5
270719;63.37;3564.54;1433.44;3233.26;47.001;53.096;9257.08
280719;63.39;3605.17;1431.03;3233.26;47.001;53.065;9300.96
290719;63.71;3603.47;1433.3;3233.26;47;53;9215.4
300719;64.72;3645.23;1441.8;3262.81;47;52.897;8986.6
310719;65.17;3677.67;1437.8;3296.85;47;52.762;8971
10819;60.5;3642.38;1432.4;3291.79;47;52.608;9038.2
20819;61.89;3698.12;1457.5;3329.23;47;52.444;8897.6
30819;62.5;3698.12;1475.18;3365.78;47;52.281;8815.15
40819;61.15;3755.83;1479.08;3365.78;47;52.129;8805.8
50819;59.81;3756.73;1476.5;3365.78;47;52;8777.2
60819;58.94;3882.48;1484.2;3459.47;47;51.902;8699.4
70819;56.23;3838.4;1519.6;3431.28;47;51.836;8746.1
80819;57.38;3859.9;1509.5;3431.28;47;51.803;8869
90819;58.53;3765.61;1508.5;3394.61;46.999;51.803;8757.8
100819;58.01;3765.61;1514.5;3382.71;46.999;51.836;8656.11
110819;57.35;3800.99;1518.64;3382.71;47;51.902;8635.12
120819;58.57;3803.04;1517.2;3382.71;47;52;8676.4
130819;61.3;3845.52;1514.1;3436.26;47.001;52.13;8695.1
140819;59.48;3792.93;1527.8;3407.76;47.001;52.281;8522.7
150819;58.23;3838.4;1531.2;3449.27;47.002;52.445;8519
160819;58.64;3859.9;1523.6;3447.76;47.003;52.609;8670.4
170819;59.15;3765.61;1516.03;3441.4;47.002;52.763;8786.3
180819;59.49;3800.99;1511.69;3441.4;47.002;52.897;8812.33
190819;59.74;3803.04;1511.6;3441.4;47;53;8733.3
200819;60.03;3845.52;1515.7;3441.4;46.997;53.064;8618.3
210819;60.3;3792.93;1515.7;3420.99;46.994;53.094;8701.5
220819;59.92;3840.21;1508.5;3385.28;46.992;53.097;8716.4
230819;59.34;3819.96;1537.6;3376.99;46.99;53.082;8649.5
240819;58.79;3808.68;1547.35;3399.95;46.991;53.055;8617.3
250819;58.49;3815.73;1539.04;3399.95;46.994;53.025;8632.71
260819;58.7;3798.2;1537.2;3399.95;47;53;8679.2
270819;59.51;3794.56;1551.8;3432.85;47.01;52.985;8728.9
280819;60.49;3745.47;1549.1;3457.89;47.021;52.979;8747.1
290819;61.08;3739.75;1536.9;3477.53;47.031;52.98;8794.3
300819;60.43;3816.11;1529.4;3464.15;47.036;52.985;8812.9
310819;59.87;3666.06;1534.42;3427.29;47.035;52.992;8819.01
10919;59.43;3809.68;1538.05;3427.29;47.023;52.998;8820.62
20919;58.66;3835.82;1535.15;3427.29;47;53;8815.5
30919;58.26;3850.12;1555.9;3427.29;46.964;52.997;8809.2
40919;60.7;3800.89;1560.4;3438.61;46.922;52.99;8856.6
50919;60.95;3781.2;1525.5;3401.04;46.886;52.982;8992.7
60919;61.54;3780.08;1515.5;3377.39;46.866;52.977;8990.1
70919;62.1;3781.95;1517.23;3361.7;46.871;52.976;8960.76
80919;62.39;3771.95;1517.72;3361.7;46.912;52.983;8962.79
90919;62.59;3751.78;1511.1;3361.7;47;53;9010.6
100919;62.38;3724.31;1499.2;3368.8;47.139;53.028;9078.2
110919;60.81;3694.31;1503.2;3373.75;47.314;53.061;9059.5
120919;60.38;3639.12;1507.4;3372.48;47.504;53.091;9082.3
130919;60.22;3649.28;1499.5;3359.2;47.688;53.108;9137.9
140919;63.77;3713.8;1499.03;3356.15;47.846;53.104;9147.08
150919;68.3;3715.94;1505.61;3356.15;47.957;53.071;9110.64
160919;69.02;3708.28;1511.5;3356.15;48;53;9052
170919;64.55;3723.4;1513.4;3364.43;47.961;52.887;9004.2
180919;63.6;3718.59;1515.8;3380.92;47.854;52.741;9031.7
190919;64.4;3700.2;1506.2;3377.79;47.699;52.576;9136
200919;64.28;3740.81;1515.1;3377.72;47.516;52.406;9179
210919;64.66;3719.8;1520.59;3402.32;47.325;52.244;9152.92
220919;65.18;3730.42;1522.57;3402.32;47.146;52.104;9106.89
230919;64.77;3762.81;1531.5;3402.32;47;52;9093.6
240919;63.1;3750.55;1540.2;3437.78;46.902;51.941;9118.2
250919;62.39;3775.24;1512.3;3438.66;46.849;51.92;9085.3
260919;62.74;3782.09;1515.2;3451.02;46.834;51.926;9129.7
270919;61.91;3757.94;1506.4;3435.71;46.849;51.948;9184.1
280919;61.59;3760.7;1488.57;3462.01;46.887;51.975;9222.28
290919;61.55;3783.25;1474.3;3462.01;46.94;51.996;9243.23
300919;60.78;3721.29;1472.9;3462.01;47;52;9244.6
11019;58.89;3728.77;1489;3477.45;47.06;51.98;9165.9
21019;57.69;3743.9;1507.9;3491.29;47.113;51.945;8912.2
31019;57.71;3829.37;1513.8;3497.34;47.151;51.908;8902.2
41019;58.37;3789.5;1512.9;3467.6;47.166;51.882;8961.8
51019;58.66;3789.5;1510.76;3430.28;47.151;51.88;9035.51
61019;58.56;3789.5;1508.01;3430.28;47.098;51.915;9082.69
71019;58.35;3770.5;1504.4;3430.28;47;52;9044.1
81019;58.24;3791.5;1503.9;3445.76;46.854;52.142;8940.1
91019;58.32;3790.7;1512.8;3452.57;46.675;52.324;8991.9
101019;59.1;3822.5;1500.9;3454.56;46.484;52.522;9104.4
111019;60.51;3818.2;1488.7;3458.42;46.3;52.712;9273.8
121019;60.91;3818.2;1491.92;3431.46;46.145;52.871;9304.13
131019;60.34;3818.2;1500.17;3431.46;46.038;52.975;9249.05
141019;59.35;3782.8;1497.6;3431.46;46;53;9246.5
151019;58.74;3777.6;1483.5;3431.46;46.044;52.932;9356.1
161019;59.42;3806.5;1494;3451.33;46.155;52.79;9386.7
171019;59.91;3842.3;1498.3;3459.55;46.314;52.605;9340
181019;59.42;3841.7;1494.1;3465.35;46.499;52.404;9329.8
191019;58.94;3841.7;1491.03;3428.63;46.689;52.217;9357.89
201019;58.78;3841.7;1489.63;3428.63;46.863;52.072;9392.64
211019;58.96;3824.8;1488.1;3428.63;47;52;9402.3
221019;59.7;3843.6;1487.5;3442.78;47.085;52.02;9380.2
231019;61.17;3810.9;1495.7;3430.3;47.124;52.118;9385
241019;61.67;3774.2;1504.7;3409.29;47.126;52.272;9391.8
251019;62.02;3785.4;1505.3;3387.72;47.104;52.46;9430.2
261019;61.97;3785.4;1503.45;3395.25;47.069;52.658;9448.9
271019;61.68;3785.4;1500.56;3395.25;47.03;52.846;9444.3
281019;61.57;3768.4;1495.8;3395.25;47;53;9433
291019;61.59;3748.1;1490.7;3382.19;46.986;53.103;9400.1
301019;60.61;3752.1;1496.7;3380.9;46.986;53.158;9284.5
311019;60.23;3780.8;1514.8;3389.94;46.994;53.173;9257.5
11119;61.69;3770.6;1511.4;3383.29;47.005;53.157;9328
21119;62.16;3770.6;1516.3;3339.19;47.013;53.117;9384.79
31119;61.87;3770.6;1523.23;3339.19;47.014;53.062;9410.32
41119;62.13;3708.4;1511.1;3339.19;47;53;9416.4
51119;62.96;3693.6;1483.7;3339.19;46.97;52.939;9407.9
61119;61.74;3669.3;1493.1;3318.47;46.932;52.886;9398.4
71119;62.29;3699.1;1466.4;3319.64;46.897;52.848;9447.3
81119;62.51;3660.5;1462.9;3327.02;46.875;52.834;9393.7
91119;62.46;3660.5;1462.91;3341.01;46.878;52.849;9376.9
101119;62.37;3660.5;1459.27;3341.01;46.916;52.902;9396.47
111119;62.18;3681.7;1457.1;3341.01;47;53;9388.5
121119;62.06;3678.8;1460.6;3341.01;47.136;53.145;9306.7
131119;62.37;3754;1470.2;3384.21;47.309;53.323;9194.5
141119;62.28;3767.8;1480.2;3441.89;47.497;53.513;9173.3
151119;63.3;3810.5;1475.4;3452.67;47.681;53.695;9261.4
161119;64.01;3810.5;1472.88;3421.26;47.84;53.85;9296.8
171119;63.77;3810.5;1475.25;3421.26;47.953;53.959;9278.18
181119;62.44;3790.5;1478.8;3421.26;48;54;9258
191119;60.91;3814;1481.2;3447.74;47.966;53.961;9259.2
201119;62.4;3803.6;1481;3434.49;47.865;53.855;9225.4
211119;63.97;3818.7;1470.5;3445.95;47.714;53.702;9214
221119;63.39;3785.2;1470.5;3440.66;47.533;53.52;9254.7
231119;62.9;3785.2;1468.41;3410.77;47.341;53.329;9293.13
241119;63.04;3776.46;1464.11;3410.77;47.157;53.15;9314.61
251119;63.65;3773.8;1463.8;3410.77;47;53;9319.9
261119;64.27;3785.8;1467.4;3433.94;46.885;52.896;9324.8
271119;64.06;3827.7;1460.8;3469.01;46.813;52.836;9362.7
281119;63.87;3856.9;1462.25;3502.92;46.781;52.814;9359
291119;62.43;3862.6;1472.7;3502.92;46.786;52.825;9352
301119;61.55;3862.6;1471.46;3522.48;46.827;52.864;9310.64
11219;61.28;3862.6;1465.26;3522.48;46.899;52.924;9238.54
21219;60.92;3872.7;1469.2;3522.48;47;53;9156.3
31219;60.82;3885.9;1484.4;3508.39;47.127;53.088;9135.7
41219;63;3878.4;1480.2;3506.67;47.272;53.189;9270.8
51219;63.39;3849;1483.1;3478.57;47.428;53.307;9243.4
61219;64.39;3837.1;1465.1;3459.97;47.586;53.444;9382.7
71219;64.74;3837.1;1456.19;3430.31;47.74;53.603;9456.95
81219;64.45;3837.1;1459.38;3430.31;47.88;53.787;9425.69
91219;64.25;3792;1464.9;3430.31;48;54;9354.6
101219;64.34;3788.3;1468.1;3418.48;48.092;54.239;9321.1
111219;63.72;3775;1475;3418.61;48.155;54.486;9392.5
121219;64.2;3757.3;1472.3;3387.73;48.188;54.716;9468.5
131219;65.22;3769.5;1481.2;3372.23;48.189;54.906;9563.7
141219;65.42;3769.5;1485.19;3374.29;48.159;55.033;9650.73
151219;65.19;3769.5;1482.9;3374.29;48.096;55.072;9698.41
161219;65.34;3773.6;1480.5;3374.29;48;55;9680.6
171219;66.1;3743.5;1480.6;3364.24;47.871;54.804;9615.9
181219;66.17;3719.2;1478.7;3347.86;47.72;54.512;9621.8
191219;66.54;3703;1484.4;3329.98;47.556;54.164;9617.2
201219;66.14;3679.9;1480.9;3322.38;47.391;53.8;9675.5
211219;65.8;3679.9;1476.34;3325.47;47.236;53.458;9698.18
221219;65.88;3679.9;1477.56;3325.47;47.102;53.178;9680.57
231219;66.39;3692.7;1488.7;3325.47;47;53;9659.6
241219;67.2;3667.1;1504.8;3316.92;46.938;52.951;9661.8
251219;67.71;3657.96;1504.05;3305.84;46.911;53.014;9675.24
261219;67.92;3649.75;1514.4;3305.84;46.91;53.16;9690.3
271219;68.16;3666.7;1518.1;3281.4;46.927;53.36;9700.5
281219;68.9;3666.7;1517.14;3294.05;46.953;53.586;9698.47
291219;69.37;3666.7;1516.32;3294.05;46.98;53.809;9673.16
301219;68.44;3605.32;1518.6;3294.05;47;54;9612.6
311219;66;3677.74;1523.1;3277.14;47.006;54.136;9549.2
10120;65.08;3680.16;1520.95;3277.14;47.002;54.217;9617.06
20120;66.25;3680.16;1528.1;3277.14;46.992;54.249;9691.2
30120;68.6;3633.79;1552.4;3258.84;46.981;54.238;9646.6
40120;69.55;3633.79;1564.61;3262.05;46.976;54.188;9614.02
50120;69.3;3627.74;1566.09;3262.05;46.98;54.107;9609.37
60120;68.91;3635.34;1568.8;3262.05;47;54;9600.9
70120;68.27;3633.13;1574.3;3262.05;47.04;53.872;9579.8
80120;65.44;3652.34;1560.2;3264.26;47.106;53.73;9591.4
90120;65.37;3600.96;1554.3;3254.42;47.202;53.579;9581.8
100120;64.98;3616.83;1560.1;3253.89;47.335;53.424;9573.6
110120;64.73;3616.83;1563.12;3272.62;47.509;53.273;9573.6
120120;64.85;3633.63;1560.15;3272.62;47.729;53.129;9573.6
130120;65.08;3633.63;1551.55;3272.62;48;53;9573.6
